"id","age","gender","education","endline_vaccine_attitude","endline_vaccination_status","treatment"
2334,50,"Female","Associate Degree","Okay","No","control group"
2335,35,"Non-binary","Graduate Degree","Bad","Yes","emotions"
2336,18,"Male","Bachelor's Degree","Good","Yes","emotions"
2338,64,"Female","High School","Excellent","Yes","emotions"
2339,22,"Male","Bachelor's Degree","Okay","Yes","emotions"
2340,25,"Female","Associate Degree","Okay","Yes","control group"
2342,58,"Female","Associate Degree","Good","No","control group"
2343,34,"Male","High School","Bad","Yes","reason"
2344,30,"Male","High School","Okay","Yes","control group"
2345,35,"Non-binary","Associate Degree","Okay","No","reason"
2346,62,"Male","Associate Degree","Excellent","No","reason"
2347,41,"Male","Bachelor's Degree","Bad","Yes","control group"
2348,45,"Male","Associate Degree","Excellent","Yes","control group"
2349,73,"Male","Bachelor's Degree","Okay","Yes","reason"
2350,57,"Female","Associate Degree","Excellent","No","control group"
2351,64,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
2352,74,"Non-binary","Associate Degree","Okay","Yes","reason"
2353,34,"Non-binary","Associate Degree","Excellent","No","reason"
2354,38,"Female","High School","Bad","Yes","emotions"
2355,43,"Male","Graduate Degree","Bad","Yes","reason"
2356,49,"Male","Bachelor's Degree","Good","No","control group"
2358,45,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2359,26,"Male","Associate Degree","Good","No","control group"
2362,35,"Male","Associate Degree","Excellent","Yes","reason"
2363,68,"Female","Graduate Degree","Good","Yes","reason"
2364,33,"Female","High School","Bad","Yes","emotions"
2365,26,"Male","Associate Degree","Okay","Yes","reason"
2366,52,"Non-binary","Associate Degree","Terrible","Yes","control group"
2367,18,"Female","Associate Degree","Good","Yes","reason"
2368,42,"Non-binary","Associate Degree","Bad","Yes","reason"
2369,44,"Male","Associate Degree","Good","Yes","control group"
2370,80,"Non-binary","Associate Degree","Excellent","No","emotions"
2371,29,"Female","Bachelor's Degree","Okay","No","control group"
2372,24,"Male","High School","Good","Yes","reason"
2373,80,"Non-binary","Graduate Degree","Okay","Yes","reason"
2374,47,"Male","Associate Degree","Excellent","Yes","reason"
2375,40,"Male","Associate Degree","Terrible","Yes","emotions"
2376,50,"Female","Graduate Degree","Terrible","Yes","control group"
2377,31,"Female","Bachelor's Degree","Okay","Yes","control group"
2378,18,"Female","High School","Okay","Yes","control group"
2379,55,"Non-binary","Graduate Degree","Excellent","Yes","control group"
2380,42,"Female","Associate Degree","Okay","Yes","control group"
2381,38,"Male","Associate Degree","Terrible","Yes","control group"
2382,18,"Non-binary","Associate Degree","Bad","Yes","control group"
2383,24,"Male","Graduate Degree","Good","Yes","control group"
2384,50,"Female","Bachelor's Degree","Bad","Yes","emotions"
2385,21,"Female","Bachelor's Degree","Okay","Yes","emotions"
2386,50,"Male","Associate Degree","Good","Yes","control group"
2387,65,"Male","Graduate Degree","Bad","Yes","emotions"
2388,59,"Male","Associate Degree","Excellent","Yes","reason"
2389,18,"Non-binary","Associate Degree","Okay","Yes","reason"
2390,43,"Non-binary","Graduate Degree","Bad","Yes","reason"
2391,40,"Male","Bachelor's Degree","Bad","Yes","control group"
2392,58,"Non-binary","Bachelor's Degree","Bad","No","emotions"
2393,48,"Female","Associate Degree","Terrible","Yes","reason"
2394,18,"Male","High School","Bad","Yes","control group"
2395,33,"Non-binary","Bachelor's Degree","Good","Yes","reason"
2396,63,"Male","High School","Terrible","Yes","emotions"
2397,59,"Non-binary","Associate Degree","Bad","Yes","reason"
2398,77,"Female","Associate Degree","Terrible","Yes","reason"
2399,20,"Female","Graduate Degree","Good","Yes","reason"
2400,27,"Male","High School","Bad","No","reason"
2401,33,"Female","Bachelor's Degree","Terrible","Yes","emotions"
2402,60,"Male","Bachelor's Degree","Good","Yes","emotions"
2403,42,"Male","Graduate Degree","Bad","Yes","reason"
2404,70,"Non-binary","Associate Degree","Bad","Yes","control group"
2405,51,"Female","Graduate Degree","Good","Yes","control group"
2407,77,"Male","Graduate Degree","Good","No","reason"
2408,50,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
2409,54,"Male","High School","Bad","Yes","control group"
2410,41,"Non-binary","Associate Degree","Okay","No","emotions"
2411,37,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2412,26,"Male","Bachelor's Degree","Excellent","Yes","emotions"
2413,18,"Male","Bachelor's Degree","Terrible","Yes","reason"
2414,36,"Non-binary","Graduate Degree","Excellent","No","emotions"
2415,41,"Male","Bachelor's Degree","Good","Yes","reason"
2417,64,"Non-binary","Bachelor's Degree","Good","Yes","reason"
2418,33,"Male","High School","Terrible","Yes","emotions"
2419,59,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2420,18,"Male","Associate Degree","Excellent","Yes","reason"
2421,42,"Male","Associate Degree","Okay","Yes","emotions"
2422,49,"Male","High School","Bad","No","reason"
2423,18,"Non-binary","Graduate Degree","Terrible","Yes","control group"
2424,64,"Female","Associate Degree","Bad","Yes","reason"
2425,26,"Female","Bachelor's Degree","Good","Yes","emotions"
2426,18,"Male","High School","Good","No","control group"
2427,18,"Female","Associate Degree","Excellent","Yes","control group"
2428,18,"Male","Bachelor's Degree","Good","No","control group"
2429,32,"Female","Bachelor's Degree","Good","No","control group"
2430,57,"Female","Bachelor's Degree","Terrible","Yes","emotions"
2431,29,"Female","Graduate Degree","Okay","No","control group"
2432,18,"Male","Associate Degree","Good","Yes","reason"
2434,40,"Male","Associate Degree","Terrible","Yes","emotions"
2435,45,"Female","Bachelor's Degree","Bad","Yes","emotions"
2436,49,"Non-binary","High School","Okay","Yes","control group"
2437,35,"Male","Associate Degree","Okay","No","control group"
2438,38,"Female","Graduate Degree","Good","No","control group"
2439,62,"Male","Associate Degree","Bad","Yes","emotions"
2441,23,"Non-binary","Associate Degree","Excellent","No","emotions"
2442,50,"Non-binary","High School","Terrible","Yes","control group"
2443,40,"Female","Bachelor's Degree","Excellent","Yes","emotions"
2445,59,"Female","Bachelor's Degree","Bad","Yes","reason"
2446,62,"Male","High School","Terrible","No","reason"
2447,34,"Female","Graduate Degree","Okay","Yes","reason"
2448,61,"Non-binary","High School","Terrible","No","control group"
2449,54,"Male","Graduate Degree","Excellent","Yes","emotions"
2450,18,"Female","Graduate Degree","Okay","Yes","reason"
2451,21,"Male","Associate Degree","Bad","Yes","control group"
2452,67,"Female","Bachelor's Degree","Excellent","Yes","reason"
2453,31,"Male","High School","Good","Yes","reason"
2454,66,"Non-binary","Associate Degree","Okay","No","control group"
2455,53,"Non-binary","Graduate Degree","Terrible","Yes","control group"
2456,19,"Female","Graduate Degree","Terrible","Yes","reason"
2457,29,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
2458,18,"Non-binary","High School","Bad","No","emotions"
2459,44,"Female","Bachelor's Degree","Bad","No","emotions"
2461,64,"Female","Graduate Degree","Good","Yes","emotions"
2462,46,"Non-binary","Bachelor's Degree","Bad","No","control group"
2463,56,"Female","Associate Degree","Bad","Yes","control group"
2464,36,"Male","Associate Degree","Good","Yes","emotions"
2465,69,"Male","Graduate Degree","Good","No","emotions"
2467,20,"Non-binary","Associate Degree","Bad","Yes","emotions"
2468,38,"Non-binary","Bachelor's Degree","Terrible","No","emotions"
2469,58,"Non-binary","Bachelor's Degree","Excellent","No","emotions"
2470,18,"Female","High School","Bad","Yes","reason"
2471,39,"Male","Graduate Degree","Bad","Yes","control group"
2472,24,"Non-binary","Bachelor's Degree","Okay","Yes","emotions"
2473,18,"Non-binary","Bachelor's Degree","Good","Yes","control group"
2475,43,"Non-binary","High School","Okay","No","control group"
2476,50,"Male","Graduate Degree","Good","No","emotions"
2477,43,"Non-binary","Associate Degree","Okay","Yes","reason"
2478,18,"Female","Graduate Degree","Excellent","No","emotions"
2479,41,"Female","Associate Degree","Bad","No","emotions"
2480,67,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
2481,68,"Female","Bachelor's Degree","Bad","Yes","control group"
2482,30,"Female","Associate Degree","Excellent","Yes","control group"
2483,70,"Male","Graduate Degree","Okay","Yes","reason"
2484,70,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
2485,56,"Female","Bachelor's Degree","Terrible","Yes","emotions"
2486,73,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
2487,60,"Female","Bachelor's Degree","Excellent","Yes","emotions"
2488,51,"Male","Graduate Degree","Terrible","Yes","emotions"
2490,54,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
2491,42,"Male","Associate Degree","Excellent","Yes","reason"
2492,23,"Male","High School","Okay","Yes","emotions"
2493,37,"Female","High School","Good","Yes","emotions"
2494,20,"Non-binary","Associate Degree","Excellent","No","emotions"
2495,64,"Female","High School","Okay","Yes","emotions"
2496,37,"Female","Graduate Degree","Terrible","No","emotions"
2497,18,"Non-binary","Associate Degree","Terrible","No","emotions"
2498,43,"Non-binary","High School","Terrible","No","control group"
2499,18,"Non-binary","Associate Degree","Excellent","No","emotions"
2501,18,"Male","Graduate Degree","Excellent","Yes","reason"
2502,26,"Male","Associate Degree","Okay","No","control group"
2504,61,"Female","High School","Bad","Yes","reason"
2505,28,"Non-binary","Associate Degree","Good","Yes","emotions"
2506,63,"Male","Graduate Degree","Excellent","Yes","emotions"
2507,18,"Female","Graduate Degree","Good","No","control group"
2508,21,"Male","High School","Bad","No","control group"
2509,19,"Male","Graduate Degree","Good","Yes","reason"
2510,18,"Female","Bachelor's Degree","Excellent","No","control group"
2511,28,"Male","High School","Bad","Yes","emotions"
2512,38,"Male","Associate Degree","Okay","Yes","control group"
2513,26,"Male","High School","Excellent","Yes","reason"
2514,40,"Non-binary","Graduate Degree","Terrible","Yes","control group"
2515,60,"Female","Bachelor's Degree","Terrible","Yes","control group"
2517,18,"Female","Bachelor's Degree","Good","No","reason"
2518,46,"Non-binary","Associate Degree","Excellent","Yes","emotions"
2520,36,"Male","High School","Good","Yes","control group"
2522,27,"Male","Associate Degree","Okay","Yes","control group"
2523,24,"Male","Bachelor's Degree","Terrible","Yes","reason"
2524,42,"Male","Associate Degree","Good","Yes","reason"
2526,18,"Female","Graduate Degree","Terrible","No","control group"
2527,21,"Male","Associate Degree","Good","No","control group"
2528,66,"Male","Graduate Degree","Excellent","Yes","reason"
2530,51,"Non-binary","Bachelor's Degree","Excellent","No","reason"
2531,36,"Non-binary","Associate Degree","Good","No","control group"
2532,26,"Male","High School","Good","No","control group"
2533,42,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
2535,56,"Female","Graduate Degree","Okay","Yes","control group"
2536,36,"Female","Bachelor's Degree","Excellent","Yes","emotions"
2537,23,"Female","Bachelor's Degree","Terrible","Yes","emotions"
2538,18,"Non-binary","High School","Good","Yes","reason"
2539,18,"Female","Bachelor's Degree","Excellent","Yes","reason"
2541,40,"Female","High School","Good","Yes","reason"
2542,61,"Female","Associate Degree","Good","Yes","control group"
2543,30,"Female","Associate Degree","Excellent","No","control group"
2544,53,"Male","Graduate Degree","Good","Yes","reason"
2545,50,"Non-binary","Graduate Degree","Terrible","Yes","reason"
2548,72,"Male","High School","Good","Yes","emotions"
2549,20,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
2550,41,"Female","Associate Degree","Bad","Yes","reason"
2551,53,"Non-binary","High School","Good","Yes","emotions"
2552,35,"Female","Associate Degree","Terrible","No","control group"
2553,55,"Female","Bachelor's Degree","Good","No","reason"
2554,51,"Non-binary","Associate Degree","Good","No","reason"
2555,23,"Female","Associate Degree","Good","Yes","reason"
2556,43,"Female","Graduate Degree","Bad","Yes","emotions"
2558,49,"Male","Graduate Degree","Excellent","Yes","reason"
2560,38,"Non-binary","Associate Degree","Okay","Yes","control group"
2562,46,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2563,44,"Male","High School","Good","Yes","control group"
2564,19,"Non-binary","High School","Bad","No","control group"
2565,21,"Male","Graduate Degree","Okay","No","control group"
2567,18,"Female","Bachelor's Degree","Bad","Yes","emotions"
2568,80,"Female","Bachelor's Degree","Good","Yes","emotions"
2569,41,"Female","High School","Terrible","No","emotions"
2570,32,"Male","Associate Degree","Bad","Yes","emotions"
2571,36,"Non-binary","Associate Degree","Okay","Yes","reason"
2572,32,"Male","Bachelor's Degree","Bad","Yes","emotions"
2573,38,"Male","High School","Terrible","Yes","control group"
2574,36,"Non-binary","Associate Degree","Excellent","Yes","reason"
2575,27,"Female","Bachelor's Degree","Good","Yes","emotions"
2577,25,"Non-binary","Associate Degree","Bad","Yes","control group"
2578,24,"Female","Bachelor's Degree","Good","No","reason"
2579,52,"Non-binary","Associate Degree","Excellent","No","emotions"
2580,29,"Non-binary","Graduate Degree","Good","No","emotions"
2581,69,"Female","Bachelor's Degree","Terrible","Yes","emotions"
2582,43,"Non-binary","High School","Okay","Yes","reason"
2583,58,"Female","Graduate Degree","Excellent","Yes","control group"
2584,30,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
2585,18,"Male","Bachelor's Degree","Bad","No","control group"
2586,40,"Male","Associate Degree","Okay","Yes","reason"
2587,63,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2588,38,"Male","High School","Okay","Yes","reason"
2589,31,"Non-binary","High School","Good","Yes","reason"
2590,45,"Female","Graduate Degree","Okay","Yes","control group"
2591,40,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2592,21,"Non-binary","High School","Excellent","Yes","emotions"
2594,35,"Non-binary","Bachelor's Degree","Terrible","No","control group"
2595,18,"Female","Associate Degree","Excellent","Yes","reason"
2596,18,"Non-binary","High School","Bad","Yes","emotions"
2597,51,"Non-binary","Associate Degree","Excellent","Yes","reason"
2598,68,"Female","Graduate Degree","Bad","Yes","reason"
2599,63,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
2600,40,"Non-binary","Associate Degree","Bad","No","control group"
2601,59,"Male","High School","Terrible","Yes","reason"
2602,56,"Male","Graduate Degree","Terrible","Yes","reason"
2603,42,"Non-binary","Associate Degree","Good","No","control group"
2604,41,"Male","Associate Degree","Good","Yes","emotions"
2605,71,"Male","High School","Bad","Yes","reason"
2608,32,"Non-binary","Graduate Degree","Bad","Yes","emotions"
2609,18,"Male","Graduate Degree","Okay","Yes","control group"
2610,26,"Non-binary","Associate Degree","Okay","Yes","emotions"
2612,31,"Female","Bachelor's Degree","Terrible","Yes","control group"
2613,60,"Male","Graduate Degree","Terrible","Yes","control group"
2614,54,"Non-binary","Associate Degree","Excellent","Yes","reason"
2615,18,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
2616,51,"Non-binary","High School","Okay","No","control group"
2617,56,"Non-binary","Bachelor's Degree","Good","Yes","control group"
2618,18,"Male","Bachelor's Degree","Okay","Yes","emotions"
2619,35,"Male","Associate Degree","Good","Yes","emotions"
2620,73,"Female","Bachelor's Degree","Good","No","reason"
2621,50,"Female","Bachelor's Degree","Okay","No","control group"
2622,58,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
2623,75,"Female","High School","Terrible","Yes","reason"
2624,43,"Female","Associate Degree","Bad","Yes","emotions"
2625,45,"Male","Associate Degree","Excellent","No","emotions"
2626,62,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2627,40,"Male","High School","Okay","Yes","control group"
2628,48,"Male","Graduate Degree","Okay","Yes","reason"
2629,29,"Male","Graduate Degree","Good","Yes","reason"
2630,24,"Non-binary","Bachelor's Degree","Good","No","reason"
2631,39,"Non-binary","High School","Bad","No","control group"
2632,29,"Female","Bachelor's Degree","Excellent","No","reason"
2633,56,"Female","High School","Terrible","Yes","control group"
2634,27,"Female","Associate Degree","Bad","Yes","reason"
2635,24,"Male","Bachelor's Degree","Excellent","Yes","control group"
2637,63,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
2638,32,"Male","High School","Good","No","control group"
2639,28,"Male","Bachelor's Degree","Excellent","No","reason"
2640,37,"Female","Bachelor's Degree","Okay","Yes","control group"
2641,30,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
2642,73,"Male","High School","Okay","Yes","control group"
2643,54,"Female","Graduate Degree","Good","No","emotions"
2644,25,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
2645,46,"Female","Bachelor's Degree","Okay","Yes","control group"
2646,45,"Female","Bachelor's Degree","Excellent","Yes","reason"
2647,62,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
2648,34,"Male","Associate Degree","Bad","Yes","emotions"
2649,56,"Female","High School","Good","No","control group"
2650,63,"Female","Associate Degree","Good","Yes","reason"
2651,80,"Male","Bachelor's Degree","Good","No","control group"
2652,39,"Male","Bachelor's Degree","Bad","No","emotions"
2653,41,"Non-binary","High School","Terrible","Yes","reason"
2654,65,"Female","Graduate Degree","Okay","Yes","reason"
2655,46,"Female","Associate Degree","Good","Yes","reason"
2656,44,"Non-binary","Graduate Degree","Okay","No","reason"
2657,68,"Male","Associate Degree","Good","Yes","reason"
2659,40,"Female","Graduate Degree","Terrible","Yes","reason"
2660,18,"Male","High School","Good","Yes","reason"
2661,38,"Female","High School","Terrible","No","emotions"
2663,30,"Female","High School","Bad","Yes","reason"
2664,18,"Male","Associate Degree","Okay","No","control group"
2665,45,"Female","High School","Good","No","emotions"
2666,28,"Male","Associate Degree","Okay","Yes","reason"
2667,38,"Male","Graduate Degree","Terrible","Yes","emotions"
2668,38,"Male","High School","Terrible","Yes","emotions"
2669,18,"Female","Bachelor's Degree","Terrible","No","emotions"
2670,36,"Non-binary","Graduate Degree","Excellent","No","emotions"
2671,30,"Non-binary","Graduate Degree","Okay","Yes","reason"
2672,36,"Female","Graduate Degree","Okay","No","reason"
2673,29,"Male","Associate Degree","Okay","Yes","reason"
2674,31,"Non-binary","Graduate Degree","Bad","Yes","control group"
2675,29,"Non-binary","Graduate Degree","Bad","Yes","control group"
2676,76,"Female","Associate Degree","Terrible","Yes","emotions"
2677,52,"Female","Associate Degree","Good","Yes","reason"
2678,46,"Female","Bachelor's Degree","Okay","Yes","reason"
2679,74,"Male","Associate Degree","Okay","No","emotions"
2680,22,"Female","Bachelor's Degree","Okay","Yes","emotions"
2682,20,"Male","Associate Degree","Excellent","No","emotions"
2683,30,"Male","Graduate Degree","Excellent","Yes","emotions"
2684,50,"Non-binary","High School","Bad","Yes","emotions"
2685,29,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
2686,30,"Non-binary","Associate Degree","Terrible","Yes","reason"
2687,69,"Male","Associate Degree","Okay","Yes","reason"
2688,72,"Female","High School","Okay","Yes","emotions"
2689,25,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
2690,39,"Female","Graduate Degree","Okay","No","control group"
2691,60,"Female","Associate Degree","Excellent","Yes","reason"
2693,31,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
2694,59,"Male","Graduate Degree","Terrible","Yes","emotions"
2695,48,"Female","Associate Degree","Okay","Yes","control group"
2696,34,"Male","High School","Okay","No","control group"
2697,20,"Male","Bachelor's Degree","Bad","Yes","control group"
2698,56,"Male","Bachelor's Degree","Bad","Yes","emotions"
2699,69,"Female","Bachelor's Degree","Excellent","Yes","reason"
2700,18,"Male","Associate Degree","Bad","No","control group"
2701,32,"Non-binary","Bachelor's Degree","Good","No","control group"
2702,79,"Non-binary","Bachelor's Degree","Terrible","Yes","reason"
2703,50,"Female","Graduate Degree","Bad","Yes","emotions"
2704,36,"Female","Graduate Degree","Good","Yes","emotions"
2705,18,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
2706,33,"Female","Bachelor's Degree","Excellent","Yes","reason"
2707,55,"Non-binary","High School","Terrible","Yes","emotions"
2708,44,"Male","Bachelor's Degree","Terrible","Yes","control group"
2709,31,"Non-binary","Bachelor's Degree","Excellent","No","control group"
2710,22,"Non-binary","Associate Degree","Okay","Yes","control group"
2711,38,"Female","Bachelor's Degree","Good","Yes","control group"
2712,18,"Male","High School","Excellent","Yes","reason"
2713,80,"Male","High School","Okay","Yes","reason"
2714,71,"Male","Bachelor's Degree","Good","Yes","emotions"
2715,54,"Female","Associate Degree","Okay","No","control group"
2716,42,"Male","Associate Degree","Good","No","emotions"
2718,77,"Male","Bachelor's Degree","Okay","Yes","control group"
2719,18,"Female","Associate Degree","Good","Yes","control group"
2720,59,"Male","Associate Degree","Excellent","Yes","control group"
2721,45,"Male","Associate Degree","Excellent","Yes","reason"
2722,57,"Female","Graduate Degree","Excellent","Yes","emotions"
2723,68,"Female","Bachelor's Degree","Terrible","No","emotions"
2724,40,"Female","Bachelor's Degree","Okay","Yes","reason"
2725,44,"Female","Graduate Degree","Good","No","emotions"
2726,18,"Female","Associate Degree","Good","No","emotions"
2729,80,"Male","Associate Degree","Excellent","Yes","control group"
2730,18,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
2731,45,"Male","High School","Bad","Yes","control group"
2732,40,"Non-binary","Graduate Degree","Okay","No","control group"
2733,68,"Female","Associate Degree","Good","No","emotions"
2734,35,"Non-binary","Graduate Degree","Terrible","Yes","control group"
2735,40,"Female","Associate Degree","Good","Yes","emotions"
2736,21,"Female","Associate Degree","Good","Yes","reason"
2737,40,"Female","Associate Degree","Okay","Yes","control group"
2738,18,"Male","Bachelor's Degree","Good","Yes","emotions"
2739,37,"Male","Associate Degree","Good","Yes","control group"
2741,37,"Female","Bachelor's Degree","Okay","Yes","control group"
2742,26,"Female","Graduate Degree","Excellent","No","emotions"
2743,73,"Female","Graduate Degree","Excellent","No","emotions"
2744,29,"Non-binary","High School","Excellent","Yes","emotions"
2745,39,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
2746,32,"Male","Associate Degree","Okay","Yes","emotions"
2747,54,"Male","High School","Bad","No","control group"
2748,65,"Male","High School","Okay","No","control group"
2749,33,"Male","High School","Good","Yes","emotions"
2750,19,"Non-binary","Associate Degree","Terrible","Yes","reason"
2751,48,"Non-binary","High School","Excellent","Yes","reason"
2752,51,"Non-binary","Graduate Degree","Good","Yes","reason"
2753,33,"Female","Associate Degree","Terrible","Yes","emotions"
2754,54,"Female","Associate Degree","Excellent","Yes","reason"
2755,44,"Male","Bachelor's Degree","Bad","No","emotions"
2756,18,"Male","Associate Degree","Terrible","Yes","emotions"
2757,52,"Female","Bachelor's Degree","Bad","Yes","reason"
2759,66,"Male","Associate Degree","Bad","Yes","emotions"
2760,47,"Female","Associate Degree","Good","No","emotions"
2761,73,"Female","Bachelor's Degree","Excellent","Yes","reason"
2762,38,"Non-binary","Associate Degree","Good","Yes","reason"
2765,66,"Male","Bachelor's Degree","Okay","Yes","emotions"
2766,28,"Male","Graduate Degree","Terrible","Yes","control group"
2767,20,"Male","Associate Degree","Excellent","Yes","emotions"
2768,46,"Female","Bachelor's Degree","Terrible","Yes","control group"
2770,19,"Male","Graduate Degree","Good","No","control group"
2771,18,"Female","Bachelor's Degree","Excellent","Yes","reason"
2772,31,"Male","High School","Good","Yes","reason"
2774,33,"Non-binary","High School","Okay","Yes","reason"
2775,37,"Female","Graduate Degree","Good","Yes","reason"
2777,45,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
2778,54,"Non-binary","Graduate Degree","Okay","Yes","reason"
2780,18,"Female","Graduate Degree","Good","Yes","emotions"
2781,44,"Male","Graduate Degree","Bad","Yes","reason"
2782,35,"Male","Associate Degree","Good","Yes","emotions"
2783,61,"Non-binary","Graduate Degree","Okay","Yes","reason"
2784,80,"Female","High School","Good","No","emotions"
2786,49,"Female","Bachelor's Degree","Terrible","Yes","emotions"
2787,61,"Female","High School","Bad","Yes","control group"
2788,70,"Male","Bachelor's Degree","Excellent","No","emotions"
2789,64,"Male","Bachelor's Degree","Excellent","Yes","reason"
2790,18,"Female","Bachelor's Degree","Okay","Yes","control group"
2792,34,"Male","High School","Bad","Yes","reason"
2793,78,"Female","Associate Degree","Good","Yes","reason"
2794,43,"Female","Graduate Degree","Okay","Yes","reason"
2795,42,"Non-binary","Graduate Degree","Good","Yes","control group"
2796,42,"Non-binary","Associate Degree","Bad","Yes","control group"
2797,52,"Non-binary","Graduate Degree","Okay","Yes","reason"
2800,18,"Female","High School","Good","Yes","emotions"
2801,18,"Male","Associate Degree","Excellent","Yes","emotions"
2802,38,"Male","Graduate Degree","Bad","Yes","emotions"
2804,18,"Female","Bachelor's Degree","Excellent","Yes","reason"
2806,19,"Male","High School","Terrible","Yes","control group"
2807,45,"Female","Associate Degree","Good","Yes","reason"
2809,18,"Female","Associate Degree","Excellent","Yes","reason"
2810,75,"Male","Associate Degree","Okay","Yes","control group"
2811,54,"Male","Associate Degree","Bad","Yes","emotions"
2812,80,"Female","High School","Good","Yes","reason"
2813,54,"Non-binary","High School","Terrible","Yes","emotions"
2814,33,"Non-binary","Associate Degree","Okay","Yes","control group"
2815,37,"Male","Bachelor's Degree","Terrible","Yes","emotions"
2816,29,"Male","Associate Degree","Okay","Yes","control group"
2817,18,"Female","Bachelor's Degree","Good","Yes","emotions"
2818,18,"Non-binary","Graduate Degree","Okay","Yes","control group"
2820,71,"Non-binary","Associate Degree","Good","Yes","control group"
2822,34,"Female","Graduate Degree","Bad","Yes","reason"
2823,56,"Male","High School","Bad","Yes","control group"
2824,44,"Male","Graduate Degree","Good","Yes","control group"
2825,52,"Non-binary","High School","Excellent","Yes","control group"
2826,50,"Male","Graduate Degree","Excellent","Yes","reason"
2828,61,"Female","Associate Degree","Terrible","Yes","reason"
2829,46,"Female","High School","Good","No","reason"
2830,18,"Male","High School","Excellent","Yes","control group"
2831,53,"Male","High School","Good","Yes","reason"
2832,79,"Male","High School","Okay","Yes","reason"
2833,46,"Non-binary","Graduate Degree","Bad","Yes","control group"
2834,80,"Male","High School","Terrible","Yes","control group"
2835,50,"Male","Graduate Degree","Good","Yes","emotions"
2836,51,"Female","Bachelor's Degree","Okay","Yes","emotions"
2837,35,"Female","Associate Degree","Terrible","Yes","reason"
2838,18,"Female","Graduate Degree","Okay","Yes","emotions"
2839,18,"Female","High School","Bad","No","emotions"
2840,36,"Male","Graduate Degree","Good","Yes","control group"
2841,18,"Non-binary","Bachelor's Degree","Good","Yes","reason"
2842,18,"Male","Bachelor's Degree","Good","Yes","control group"
2843,39,"Female","High School","Excellent","Yes","emotions"
2844,28,"Female","Associate Degree","Excellent","Yes","emotions"
2845,80,"Male","High School","Terrible","Yes","reason"
2846,42,"Female","Bachelor's Degree","Okay","Yes","control group"
2847,49,"Female","Graduate Degree","Good","Yes","control group"
2848,50,"Female","Graduate Degree","Good","Yes","control group"
2849,41,"Male","High School","Terrible","Yes","reason"
2850,53,"Male","Associate Degree","Good","Yes","reason"
2852,55,"Non-binary","Bachelor's Degree","Good","Yes","control group"
2853,60,"Non-binary","Bachelor's Degree","Good","No","emotions"
2854,61,"Male","Associate Degree","Excellent","Yes","control group"
2855,41,"Female","Bachelor's Degree","Terrible","No","emotions"
2856,18,"Non-binary","Associate Degree","Excellent","No","control group"
2857,18,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
2858,31,"Male","Graduate Degree","Bad","No","control group"
2859,18,"Female","High School","Excellent","Yes","emotions"
2860,34,"Female","Graduate Degree","Good","Yes","emotions"
2861,35,"Non-binary","High School","Good","Yes","reason"
2862,46,"Female","Graduate Degree","Good","Yes","emotions"
2863,73,"Non-binary","Associate Degree","Okay","Yes","control group"
2864,74,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
2865,58,"Male","Bachelor's Degree","Good","Yes","control group"
2866,45,"Male","Bachelor's Degree","Excellent","Yes","emotions"
2867,48,"Non-binary","Graduate Degree","Good","Yes","reason"
2869,18,"Non-binary","Graduate Degree","Good","Yes","emotions"
2870,79,"Female","Graduate Degree","Bad","Yes","reason"
2871,64,"Male","Graduate Degree","Okay","No","control group"
2872,63,"Female","Graduate Degree","Okay","Yes","emotions"
2873,30,"Female","High School","Excellent","No","reason"
2874,52,"Male","Graduate Degree","Excellent","No","control group"
